cid,community_name,county,initial_fhbm_date,initial_firm_date,current_map_date,regular_emergency_program_date,is_tribal,fips,duns,is_csc,csc_level,crs_member,crs_community_number,crs_entry_date,current_effective_date,current_class,discount_sfha,discount_non_sfha,status,nfip_standing,community_assistance_visit,community_assistance_call,current_nfip_ordinance,nfip_ordinance_adoption,nfip_administrator_name
360314#,"MOHAWK, VILLAGE OF",HERKIMER COUNTY,03/22/74,04/17/78,09/08/99,04/17/78,No,,,,,No,,,,,,,,,,,,,
361125,"MOIRA, TOWN OF",FRANKLIN COUNTY,11/15/74,04/15/86,04/15/86(M),04/15/86,No,,,,,No,,,,,,,,,,,,,
360621#,"MONROE, TOWN OF",ORANGE COUNTY,06/28/74,12/01/81,08/03/09,12/01/81,No,,,,,No,,,,,,,,,,,,,
360622#,"MONROE, VILLAGE OF",ORANGE COUNTY,08/02/74,01/06/82,08/03/09,01/06/82,No,,,,,No,,,,,,,,,,,,,
361617#,"MONTEBELLO, VILLAGE OF",ROCKLAND COUNTY,08/31/73,01/18/89,03/03/14,01/18/89,No,,,Yes,,No,,,,,,,,,,,,,
360116#,"MONTEZUMA, TOWN OF",CAYUGA COUNTY,05/31/74,04/18/83,08/02/07,04/18/83,No,,,Yes,,No,,,,,,,,,,,,,
360623#,"MONTGOMERY, TOWN OF",ORANGE COUNTY,03/22/74,10/16/84,08/03/09,10/16/84,No,,,Yes,,No,,,,,,,,,,,,,
360624#,"MONTGOMERY, VILLAGE OF",ORANGE COUNTY,03/15/74,10/16/84,08/03/09,10/16/84,No,,,,,No,,,,,,,,,,,,,
361613#,"MONTICELLO, VILLAGE OF",SULLIVAN COUNTY,,02/18/11,02/18/11,05/10/84,No,,,,,No,,,,,,,,,,,,,
361018#,"MONTOUR FALLS, VILLAGE OF",SCHUYLER COUNTY,05/03/74,04/01/81,09/15/83,04/01/81,No,,,Yes,Bronze Certified,No,,,,,,,,,,,,,
360747,"MONTOUR, TOWN OF",SCHUYLER COUNTY,07/19/74,03/01/88,03/01/88(L),03/01/88,No,,,,,No,,,,,,,,,,,,,
361383#,"MOOERS, TOWN OF",CLINTON COUNTY,02/14/75,06/19/85,09/28/07(M),06/19/85,No,,,,,No,,,,,,,,,,,,,
,Includes the Village of Mooers.,,,,,,,,,,,No,,,,,,,,,,,,,
360117#,"MORAVIA, TOWN OF",CAYUGA COUNTY,06/14/74,06/19/85,08/02/07,06/19/85,No,,,Yes,,No,,,,,,,,,,,,,
360118#,"MORAVIA, VILLAGE OF",CAYUGA COUNTY,05/03/74,09/30/82,08/02/07,09/30/82,No,,,Yes,,Yes,360118,5/1/2009,5/1/2009,8,10,5,C,,,,,,
360723#,"MOREAU, TOWN OF",SARATOGA COUNTY,08/09/74,06/15/84,08/16/95,06/15/84,No,,,,,No,,,,,,,,,,,,,
361407,"MOREHOUSE, TOWN OF",HAMILTON COUNTY,02/14/75,,(NSFHA),02/14/85,No,,,,,No,,,,,,,,,,,,,
361389#,"MORIAH, TOWN OF (The Village of Port Henry (CID 361493) is a part of Town of Moriah Flood Insurance policies should be written under Town of Moriah, New York, (CID 361389)map panel 3614930001A 7/16/1987 .)",ESSEX COUNTY,11/22/74,09/24/84,09/24/84(M),09/24/84,No,,,,,No,,,,,,,,,,,,,
361273A,"MORRIS, TOWN OF",OTSEGO COUNTY,11/15/74,01/03/86,03/21/17,01/03/86,No,,,,,No,,,,,,,,,,,,,
361353A,"MORRIS, VILLAGE OF",OTSEGO COUNTY,11/15/74,12/04/85,03/21/17(M),12/04/85,No,,,,,No,,,,,,,,,,,,,
360706,"MORRISTOWN, TOWN OF",ST. LAWRENCE COUNTY,09/06/74,08/06/82,08/06/82(M),08/06/82,No,,,,,No,,,,,,,,,,,,,
361557#,"MORRISTOWN, VILLAGE OF",ST. LAWRENCE COUNTY,05/31/74,12/02/80,12/02/80(M),12/02/80,No,,,,,No,,,,,,,,,,,,,
360406#,"MORRISVILLE, VILLAGE OF",MADISON COUNTY,03/08/74,04/15/82,04/15/82,04/15/82,No,,,,,No,,,,,,,,,,,,,
360625#,"MOUNT HOPE, TOWN OF",ORANGE COUNTY,05/24/74,10/05/84,08/03/09(M),10/05/84,No,,,,,No,,,,,,,,,,,,,
360918#,"MOUNT KISCO, VILLAGE OF",WESTCHESTER COUNTY,12/09/77,09/18/86,09/28/07,09/18/86,No,,,Yes,,No,,,,,,,,,,,,,
360387#,"MOUNT MORRIS, TOWN OF",LIVINGSTON COUNTY,05/17/74,08/01/78,(NSFHA),08/01/78,No,,,,,No,,,,,,,,,,,,,
360969#,"MOUNT MORRIS, VILLAGE OF",LIVINGSTON COUNTY,11/16/73,08/01/78,08/01/78,08/01/78,No,,,,,No,,,,,,,,,,,,,
360919#,"MOUNT PLEASANT, TOWN OF",WESTCHESTER COUNTY,05/03/74,06/04/80,09/28/07,06/04/80,No,,,,,No,,,,,,,,,,,,,
360920#,"MOUNT VERNON, CITY OF",WESTCHESTER COUNTY,06/28/74,10/17/78,09/28/07,10/17/78,No,,,,,No,,,,,,,,,,,,,
360407#,"MUNNSVILLE, VILLAGE OF",MADISON COUNTY,08/30/74,09/15/83,09/15/83,09/15/83,No,,,,,No,,,,,,,,,,,,,
361636#,"MUNSEY PARK, VILLAGE OF",NASSAU COUNTY,,04/02/97,(NSFHA),04/01/09,No,,,,,No,,,,,,,,,,,,,
361256#,"MURRAY, TOWN OF",ORLEANS COUNTY,10/18/74,03/21/80,03/21/80(M),03/21/80,No,,,,,No,,,,,,,,,,,,,
360052#,"NANTICOKE, TOWN OF",BROOME COUNTY,04/12/74,12/18/85,12/18/85,12/18/85,No,,,,,No,,,,,,,,,,,,,
360602,"NAPLES, TOWN OF",ONTARIO COUNTY,08/09/74,06/08/84,06/08/84(M),06/08/84,No,,,Yes,,No,,,,,,,,,,,,,
360603#,"NAPLES, VILLAGE OF",ONTARIO COUNTY,05/31/74,09/30/77,09/30/77,09/30/77,No,,,Yes,,No,,,,,,,,,,,,,
360086,"NAPOLI, TOWN OF",CATTARAUGUS COUNTY,01/02/76,07/02/82,07/02/82(M),07/02/82,No,,,,,No,,,,,,,,,,,,,
361155#,"NASSAU, TOWN OF",RENSSELAER COUNTY,11/22/74,09/05/84,09/05/84,09/05/84,No,,,,,No,,,,,,,,,,,,,
360675,"NASSAU, VILLAGE OF",RENSSELAER COUNTY,03/22/74,08/11/78,05/18/79(M),08/11/78,No,,,,,No,,,,,,,,,,,,,
361293,"NELSON, TOWN OF",MADISON COUNTY,10/25/74,07/09/76,10/05/84(M),10/05/84,No,,,,,No,,,,,,,,,,,,,
361019#,"NELSONVILLE, VILLAGE OF",PUTNAM COUNTY,12/16/77,09/10/84,03/04/13,09/10/84,No,,,,,No,,,,,,,,,,,,,
360828B,"NEVERSINK, TOWN OF",SULLIVAN COUNTY,06/21/74,05/25/84,08/17/15,05/25/84,No,,,,,No,,,,,,,,,,,,,
360087#,"NEW ALBION, TOWN OF",CATTARAUGUS COUNTY,05/17/74,12/03/82,12/03/82(M),12/03/82,No,,,,,No,,,,,,,,,,,,,
360295#,"NEW BALTIMORE, TOWN OF",GREENE COUNTY,12/17/76,07/23/82,05/16/08(M),07/23/82,No,,,,,No,,,,,,,,,,,,,
361303#,"NEW BERLIN, TOWN OF",CHENANGO COUNTY,05/14/76,06/05/85,11/26/10,06/05/85,No,,,,,No,,,,,,,,,,,,,
360160#,"NEW BERLIN, VILLAGE OF",CHENANGO COUNTY,05/31/74,06/18/76,11/26/10,11/04/83,No,,,,,No,,,,,,,,,,,,,
360373#,"NEW BREMEN, TOWN OF",LEWIS COUNTY,11/01/74,06/19/85,05/04/00,06/19/85,No,,,,,No,,,,,,,,,,,,,
360921#,"NEW CASTLE, TOWN OF",WESTCHESTER COUNTY,06/28/74,09/05/79,09/28/07,09/05/79,No,,,Yes,,No,,,,,,,,,,,,,
360535#,"NEW HARTFORD, TOWN OF",ONEIDA COUNTY,05/31/74,04/18/83,09/27/13,04/18/83,No,,,Yes,,No,,,,,,,,,,,,,
360536#,"NEW HARTFORD, VILLAGE OF",ONEIDA COUNTY,02/22/74,07/05/83,09/27/13,07/05/83,No,,,,,No,,,,,,,,,,,,,
360655#,"NEW HAVEN, TOWN OF",OSWEGO COUNTY,07/19/74,02/17/82,06/18/13,02/17/82,No,,,,,No,,,,,,,,,,,,,
361618#,"NEW HEMPSTEAD, VILLAGE OF",ROCKLAND COUNTY,08/31/73,12/16/88,03/03/14,12/16/88,No,,,Yes,,No,,,,,,,,,,,,,
361102#,"NEW HUDSON, TOWN OF",ALLEGANY COUNTY,09/03/76,08/20/82,08/20/82(M),08/20/82,No,,,,,No,,,,,,,,,,,,,
361638#,"NEW HYDE PARK, VILLAGE OF",NASSAU COUNTY,,04/02/97,(NSFHA),11/23/07,No,,,,,No,,,,,,,,,,,,,
360176,"NEW LEBANON, TOWN OF",COLUMBIA COUNTY,04/12/74,06/05/85,06/05/85(M),06/05/85,No,,,,,No,,,,,,,,,,,,,
361420A,"NEW LISBON, TOWN OF",OTSEGO COUNTY,01/31/75,11/18/83,03/21/17(M),11/18/83,No,,,Yes,,No,,,,,,,,,,,,,
360859#,"NEW PALTZ, TOWN OF",ULSTER COUNTY,05/17/74,09/30/82,09/25/09,09/30/82,No,,,Yes,,No,,,,,,,,,,,,,
361544#,"NEW PALTZ, VILLAGE OF",ULSTER COUNTY,01/24/75,04/15/82,09/25/09,04/15/82,No,,,Yes,,No,,,,,,,,,,,,,
360922#,"NEW ROCHELLE, CITY OF",WESTCHESTER COUNTY,12/21/73,06/18/80,09/28/07,06/18/80,No,,,Yes,,No,,,,,,,,,,,,,
360013A,"NEW SCOTLAND, TOWN OF",ALBANY COUNTY,05/10/74,12/01/82,03/16/15,12/01/82,No,,,Yes,,No,,,,,,,,,,,,,
360684#,"NEW SQUARE, VILLAGE OF",ROCKLAND COUNTY,,03/03/14,03/03/14,09/22/78,No,,,,,No,,,,,,,,,,,,,
360628#,"NEW WINDSOR, TOWN OF",ORANGE COUNTY,04/05/74,12/15/78,08/03/09,12/15/78,No,,,,,No,,,,,,,,,,,,,
360537#,"NEW YORK MILLS, VILLAGE OF",ONEIDA COUNTY,06/07/74,05/16/83,09/27/13,05/16/83,No,,,,,No,,,,,,,,,,,,,
360497#,"NEW YORK, CITY OF",RICHMOND COUNTY/QUEENS COUNTY/NEW YORK COUNTY/KINGS COUNTY/BRONX COUNTY,06/28/74,11/16/83,09/05/07,11/16/83,No,,,,,No,,,,,,,,,,,,,
360835#,"NEWARK VALLEY, TOWN OF",TIOGA COUNTY,02/22/74,02/03/82,04/17/12,02/03/82,No,,,,,No,,,,,,,,,,,,,
360836#,"NEWARK VALLEY, VILLAGE OF",TIOGA COUNTY,06/07/74,02/03/82,04/17/12,02/03/82,No,,,,,No,,,,,,,,,,,,,
360894#,"NEWARK, VILLAGE OF",WAYNE COUNTY,05/31/74,06/30/76,07/15/88,06/30/76,No,,,,,No,,,,,,,,,,,,,
360626#,"NEWBURGH, CITY OF",ORANGE COUNTY,03/15/74,06/05/85,08/03/09,06/05/85,No,,,Yes,,No,,,,,,,,,,,,,
360627#,"NEWBURGH, TOWN OF",ORANGE COUNTY,12/17/76,06/05/85,08/03/09,06/05/85,No,,,,,No,,,,,,,,,,,,,
361390,"NEWCOMB, TOWN OF",ESSEX COUNTY,01/24/75,06/05/85,06/05/85(M),06/05/85,No,,,,,No,,,,,,,,,,,,,
360504#,"NEWFANE, TOWN OF",NIAGARA COUNTY,05/17/74,11/18/81,09/17/10,11/18/81,No,,,,,No,,,,,,,,,,,,,
360853,"NEWFIELD, TOWN OF",TOMPKINS COUNTY,06/28/74,10/15/85,10/15/85(M),10/15/85,No,,,,,No,,,,,,,,,,,,,
361111#,"NEWPORT, TOWN OF",HERKIMER COUNTY,11/15/74,08/05/85,06/02/99,08/05/85,No,,,,,No,,,,,,,,,,,,,
360315#,"NEWPORT, VILLAGE OF",HERKIMER COUNTY,03/29/74,07/03/85,04/02/91,07/03/85,No,,,,,No,,,,,,,,,,,,,
360251B,"NEWSTEAD, TOWN OF",ERIE COUNTY,04/12/74,11/19/80,06/07/19,11/19/80,No,,,,,No,,,,,,,,,,,,,
360506#,"NIAGARA FALLS, CITY OF",NIAGARA COUNTY,03/29/74,03/16/83,09/17/10,03/16/83,No,,,,,Yes,360506,10/1/1992,10/1/2002,8,10,5,C,,,,,,
360507#,"NIAGARA, TOWN OF",NIAGARA COUNTY,03/22/74,06/15/84,09/17/10,06/15/84,No,,,,,No,,,,,,,,,,,,,
360837#,"NICHOLS, TOWN OF",TIOGA COUNTY,06/28/74,02/17/82,04/17/12,02/17/82,No,,,,,No,,,,,,,,,,,,,
360838#,"NICHOLS, VILLAGE OF, The Village of Nichols has been reinstated into the NFIP effective 6/9/10. PDS",TIOGA COUNTY,04/30/76,09/29/86,04/17/12,09/29/86,No,,,,,No,,,,,,,,,,,,,
360119#,"NILES, TOWN OF",CAYUGA COUNTY,05/31/74,02/06/84,08/02/07,02/06/84,No,,,Yes,,No,,,,,,,,,,,,,
360739#,"NISKAYUNA, TOWN OF",SCHENECTADY COUNTY,03/29/74,03/01/78,01/08/14,03/01/78,No,,,Yes,,No,,,,,,,,,,,,,
361510#,"NISSEQUOGUE, VILLAGE OF",SUFFOLK COUNTY,11/22/74,05/16/83,09/25/09,05/16/83,No,,,,,No,,,,,,,,,,,,,
361183,"NORFOLK, TOWN OF",ST. LAWRENCE COUNTY,12/27/74,04/15/86,04/15/86(M),04/15/86,No,,,,,No,,,,,,,,,,,,,
360923#,"NORTH CASTLE, TOWN OF",WESTCHESTER COUNTY,06/28/74,12/02/83,09/28/07,12/02/83,No,,,Yes,,No,,,,,,,,,,,,,
360388#,"NORTH DANSVILLE, TOWN OF",LIVINGSTON COUNTY,12/28/73,12/04/79,04/05/10,12/04/79,No,,,,,No,,,,,,,,,,,,,
361340#,"NORTH EAST, TOWN OF",DUTCHESS COUNTY,10/18/74,09/05/84,05/02/12,09/05/84,No,,,Yes,,No,,,,,,,,,,,,,
361156#,"NORTH ELBA, TOWN OF",ESSEX COUNTY,01/17/75,07/20/79,08/23/01,07/20/79,No,,,,,No,,,,,,,,,,,,,
361164#,"NORTH GREENBUSH, TOWN OF",RENSSELAER COUNTY,10/03/75,06/18/80,06/18/80,06/18/80,No,,,,,No,,,,,,,,,,,,,
361076#,"NORTH HARMONY, TOWN OF",CHAUTAUQUA COUNTY,03/03/78,02/15/80,02/15/80,02/15/80,No,,,,,No,,,,,,,,,,,,,
360800#,"NORTH HAVEN, VILLAGE OF",SUFFOLK COUNTY,03/22/74,09/30/77,09/25/09,09/30/77,No,,,,,No,,,,,,,,,,,,,
360482#,"NORTH HEMPSTEAD, TOWN OF",NASSAU COUNTY,06/28/74,04/15/77,09/11/09,04/15/77,No,,,Yes,,No,,,,,,,,,,,,,
361600#,"NORTH HILLS, VILLAGE OF",NASSAU COUNTY,01/31/83,04/02/97,(NSFHA),01/31/83,No,,,,,No,,,,,,,,,,,,,
361477#,"NORTH HORNELL, VILLAGE OF",STEUBEN COUNTY,01/03/75,01/17/86,01/17/86,01/17/86,No,,,,,No,,,,,,,,,,,,,
361391,"NORTH HUDSON, TOWN OF",ESSEX COUNTY,07/11/75,05/15/85,05/15/85(M),05/15/85,No,,,,,No,,,,,,,,,,,,,
361089#,"NORTH NORWICH, TOWN OF",CHENANGO COUNTY,02/21/75,08/24/84,11/26/10,08/24/84,No,,,,,No,,,,,,,,,,,,,
361240#,"NORTH SALEM, TOWN OF",WESTCHESTER COUNTY,01/31/75,07/03/86,09/28/07,07/03/86,No,,,Yes,,No,,,,,,,,,,,,,
360587A,"NORTH SYRACUSE, VILLAGE OF",ONONDAGA COUNTY,06/07/74,11/04/16,11/04/16,11/20/85,No,,,,,No,,,,,,,,,,,,,
360508#,"NORTH TONAWANDA, CITY OF",NIAGARA COUNTY,04/12/74,01/06/82,09/17/10,01/06/82,No,,,,,No,,,,,,,,,,,,,
361400,"NORTHAMPTON, TOWN OF",FULTON COUNTY,01/31/75,08/19/85,08/19/85(M),08/19/85,No,,,,,No,,,,,,,,,,,,,
360801#,"NORTHPORT, VILLAGE OF",SUFFOLK COUNTY,04/12/74,04/18/83,09/25/09,04/18/83,No,,,,,Yes,360801,10/1/1994,10/1/2008,10,0,0,R,,,,,,
360725#,"NORTHUMBERLAND, TOWN OF",SARATOGA COUNTY,06/21/74,12/15/82,08/16/95,12/15/82,No,,,,,No,,,,,,,,,,,,,
361484,"NORTHVILLE, VILLAGE OF",FULTON COUNTY,,,(NSFHA),06/30/76,No,,,,,No,,,,,,,,,,,,,
361110,"NORWAY, TOWN OF",HERKIMER COUNTY,11/01/74,07/03/85,07/03/85(M),07/03/85,No,,,,,No,,,,,,,,,,,,,
360161#,"NORWICH, CITY OF",CHENANGO COUNTY,02/22/74,12/18/85,11/26/10,12/18/85,No,,,,,No,,,,,,,,,,,,,
360162#,"NORWICH, TOWN OF",CHENANGO COUNTY,09/20/74,11/15/84,11/26/10,11/15/84,No,,,,,No,,,,,,,,,,,,,
361345,"NORWOOD, VILLAGE OF",ST. LAWRENCE COUNTY,11/29/74,04/30/86,04/30/86(M),04/30/86,No,,,Yes,,No,,,,,,,,,,,,,
361287#,"NUNDA, TOWN OF",LIVINGSTON COUNTY,01/31/75,07/03/85,07/03/85(M),07/03/85,No,,,,,No,,,,,,,,,,,,,
360389#,"NUNDA, VILLAGE OF",LIVINGSTON COUNTY,05/24/74,03/23/84,03/23/84(M),03/23/84,No,,,,,No,,,,,,,,,,,,,
360685#,"NYACK, VILLAGE OF",ROCKLAND COUNTY,03/15/74,12/04/85,03/03/14,05/25/78,No,,,Yes,Bronze Certified,No,,,,,,,,,,,,,
361119,"OAKFIELD, TOWN OF",GENESEE COUNTY,10/25/74,05/25/84,05/25/84(M),05/25/84,No,,,,,No,,,,,,,,,,,,,
361500,"OAKFIELD, VILLAGE OF",GENESEE COUNTY,11/15/74,03/23/84,03/23/84(M),03/23/84,No,,,,,No,,,,,,,,,,,,,
365339#,"OCEAN BEACH, VILLAGE OF",SUFFOLK COUNTY,,05/05/70,09/25/09,05/21/71,No,,,,,No,,,,,,,,,,,,,
361516,"ODESSA, VILLAGE OF",SCHUYLER COUNTY,12/20/74,04/20/84,04/20/84(M),04/20/84,No,,,,,No,,,,,,,,,,,,,
360424#,"OGDEN, TOWN OF",MONROE COUNTY,12/28/73,04/16/79,08/28/08,04/16/79,No,,,,,No,,,,,,,,,,,,,
360707#,"OGDENSBURG, CITY OF",ST. LAWRENCE COUNTY,07/26/74,11/05/80,11/05/80,11/05/80,No,,,Yes,,No,,,,,,,,,,,,,
361408,"OHIO, TOWN OF",HERKIMER COUNTY,01/03/75,09/24/84,09/24/84(M),09/24/84,No,,,,,No,,,,,,,,,,,,,
361646#,"OLD BROOKVILLE, VILLAGE OF",NASSAU COUNTY,,04/02/97,(NSFHA),04/27/12,No,,,,,No,,,,,,,,,,,,,
361545#,"OLD FIELD, VILLAGE OF",SUFFOLK COUNTY,07/25/75,04/18/83,09/25/09,04/18/83,No,,,,,No,,,,,,,,,,,,,
361639#,"OLD WESTBURY, VILLAGE OF",NASSAU COUNTY,,04/02/97,(NSFHA),08/26/19,No,,,,,No,,,,,,,,,,,,,
360088#,"OLEAN, CITY OF",CATTARAUGUS COUNTY,05/25/73,11/01/78,05/09/80,11/01/78,No,,,,,No,,,,,,,,,,,,,
360089#,"OLEAN, TOWN OF",CATTARAUGUS COUNTY,10/05/73,02/01/79,02/01/79,02/01/79,No,,,,,No,,,,,,,,,,,,,
360860B,"OLIVE, TOWN OF",ULSTER COUNTY,06/07/74,11/01/84,11/18/16,11/01/84,No,,,Yes,,No,,,,,,,,,,,,,
361526#,"ONEIDA CASTLE, VILLAGE OF",ONEIDA COUNTY,02/14/75,09/15/83,09/27/13,09/15/83,No,,,,,No,,,,,,,,,,,,,
360408,"ONEIDA, CITY OF",MADISON COUNTY,03/01/74,08/05/85,02/23/01,08/05/85,No,,,,,No,,,,,,,,,,,,,
360667A,"ONEONTA, CITY OF",OTSEGO COUNTY,01/16/74,09/29/78,03/21/17,09/29/78,No,,,Yes,,Yes,360667,10/1/1994,5/1/2011,10,0,0,R,,,,,,
361275A,"ONEONTA, TOWN OF",OTSEGO COUNTY,12/20/74,10/17/86,03/21/17,10/17/86,No,,,Yes,,No,,,,,,,,,,,,,
360588A,"ONONDAGA, TOWN OF",ONONDAGA COUNTY,08/30/74,01/18/84,11/04/16,01/18/84,No,,,,,No,,,,,,,,,,,,,
360895#,"ONTARIO, TOWN OF",WAYNE COUNTY,05/31/74,06/01/78,06/01/78,06/01/78,No,,,,,No,,,,,,,,,,,,,
360748,"ORANGE, TOWN OF",SCHUYLER COUNTY,07/26/74,04/20/84,04/20/84(M),04/20/84,No,,,,,No,,,,,,,,,,,,,
360686#,"ORANGETOWN, TOWN OF",ROCKLAND COUNTY,05/10/74,08/02/82,03/03/14,08/02/82,No,,,Yes,,No,,,,,,,,,,,,,
360945#,"ORANGEVILLE, TOWN OF",WYOMING COUNTY,07/26/74,12/23/83,12/23/83(M),12/23/83,No,,,,,No,,,,,,,,,,,,,
360255B,"ORCHARD PARK, TOWN OF",ERIE COUNTY,08/09/74,03/16/83,06/07/19,03/16/83,No,,,,,No,,,,,,,,,,,,,
360254B,"ORCHARD PARK, VILLAGE OF",ERIE COUNTY,06/07/74,09/02/81,06/07/19,09/02/81,No,,,,,No,,,,,,,,,,,,,
361354#,"ORISKANY FALLS, VILLAGE OF",ONEIDA COUNTY,11/22/74,01/19/83,09/27/13,01/19/83,No,,,,,No,,,,,,,,,,,,,
360538#,"ORISKANY, VILLAGE OF",ONEIDA COUNTY,02/22/74,09/15/83,09/27/13,09/15/83,No,,,,,No,,,,,,,,,,,,,
360345#,"ORLEANS, TOWN OF",JEFFERSON COUNTY,05/31/74,03/01/78,03/01/78,03/01/78,No,,,,,No,,,,,,,,,,,,,
361262#,"ORWELL, TOWN OF",OSWEGO COUNTY,10/25/74,02/19/86,06/18/13,02/19/86,No,,,,,No,,,,,,,,,,,,,
360374,"OSCEOLA, TOWN OF",LEWIS COUNTY,08/16/74,06/30/76,06/30/76(M),06/30/76,No,,,,,No,,,,,,,,,,,,,
360970,"OSSIAN, TOWN OF",LIVINGSTON COUNTY,05/31/74,06/08/84,06/08/84(M),06/08/84,No,,,,,No,,,,,,,,,,,,,
361241#,"OSSINING, TOWN OF",WESTCHESTER COUNTY,10/25/74,03/16/83,09/28/07,03/16/83,No,,,Yes,,No,,,,,,,,,,,,,
361021#,"OSSINING, VILLAGE OF",WESTCHESTER COUNTY,07/19/74,07/05/82,09/28/07,07/05/82,No,,,Yes,,No,,,,,,,,,,,,,
360708#,"OSWEGATCHIE, TOWN OF",ST. LAWRENCE COUNTY,09/13/74,05/01/85,05/01/85(M),05/01/85,No,,,,,No,,,,,,,,,,,,,
360656#,"OSWEGO, CITY OF",OSWEGO COUNTY,05/10/74,05/16/77,06/18/13,05/16/77,No,,,,,No,,,,,,,,,,,,,
360657#,"OSWEGO, TOWN OF",OSWEGO COUNTY,05/10/74,09/30/81,06/18/13,09/30/81,No,,,,,No,,,,,,,,,,,,,
361284A,"OTEGO, TOWN OF",OTSEGO COUNTY,10/29/76,02/04/87,03/21/17,02/04/87,No,,,,,No,,,,,,,,,,,,,
361022A,"OTEGO, VILLAGE OF",OTSEGO COUNTY,06/28/74,11/05/86,03/21/17,11/05/86,No,,,,,No,,,,,,,,,,,,,
360589A,"OTISCO, TOWN OF",ONONDAGA COUNTY,05/31/74,06/03/86,11/04/16,06/03/86,No,,,,,No,,,,,,,,,,,,,
361276A,"OTSEGO, TOWN OF",OTSEGO COUNTY,12/20/74,06/01/87,03/21/17(M),06/01/87,No,,,,,No,,,,,,,,,,,,,
361090#,"OTSELIC, TOWN OF",CHENANGO COUNTY,12/20/74,06/05/85,11/26/10(M),06/05/85,No,,,,,No,,,,,,,,,,,,,
360090,"OTTO, TOWN OF",CATTARAUGUS COUNTY,05/31/74,04/20/84,04/20/84(M),04/20/84,No,,,,,No,,,,,,,,,,,,,
360754#,"OVID, TOWN OF",SENECA COUNTY,07/26/74,01/15/88,01/15/88,01/15/88,No,,,,,No,,,,,,,,,,,,,
360120#,"OWASCO, TOWN OF",CAYUGA COUNTY,05/31/74,02/06/84,08/02/07,02/06/84,No,,,Yes,,No,,,,,,,,,,,,,
360839#,"OWEGO, TOWN OF",TIOGA COUNTY,11/01/74,06/15/77,04/17/12,06/15/77,No,,,,,No,,,,,,,,,,,,,
360840#,"OWEGO, VILLAGE OF",TIOGA COUNTY,04/06/73,05/16/77,04/17/12,05/16/77,No,,,,,No,,,,,,,,,,,,,
361304#,"OXFORD, TOWN OF",CHENANGO COUNTY,12/20/74,09/24/76,11/26/10,08/24/84,No,,,,,No,,,,,,,,,,,,,
360163#,"OXFORD, VILLAGE OF",CHENANGO COUNTY,05/31/74,09/10/84,11/26/10,09/10/84,No,,,,,No,,,,,,,,,,,,,
361486#,"OYSTER BAY COVE, VILLAGE OF",NASSAU COUNTY,12/20/74,09/30/83,09/11/09,09/30/83,No,,,,,No,,,,,,,,,,,,,
360483#,"OYSTER BAY, TOWN OF",NASSAU COUNTY,11/29/74,08/01/78,09/11/09,08/01/78,No,,,Yes,,No,,,,,,,,,,,,,
360779#,"PAINTED POST, VILLAGE OF",STEUBEN COUNTY,09/07/73,09/30/77,05/18/00,09/30/77,No,,,,,No,,,,,,,,,,,,,
360454A,"PALATINE BRIDGE, VILLAGE OF",MONTGOMERY COUNTY,02/15/74,11/17/82,01/19/18,11/17/82,No,,,,,No,,,,,,,,,,,,,
361413A,"PALATINE, TOWN OF",MONTGOMERY COUNTY,11/29/74,05/04/87,01/19/18,05/04/87,No,,,,,No,,,,,,,,,,,,,
360974#,"PALMYRA, TOWN OF",WAYNE COUNTY,04/05/74,03/01/78,03/01/78,03/01/78,No,,,,,No,,,,,,,,,,,,,
360896#,"PALMYRA, VILLAGE OF",WAYNE COUNTY,07/29/77,08/06/82,07/15/88,08/06/82,No,,,,,No,,,,,,,,,,,,,
360346#,"PAMELIA, TOWN OF",JEFFERSON COUNTY,10/18/74,07/30/82,01/02/92,07/30/82,No,,,,,No,,,,,,,,,,,,,
360143#,"PANAMA, VILLAGE OF",CHAUTAUQUA COUNTY,08/09/74,03/01/78,03/01/78,03/01/78,No,,,,,No,,,,,,,,,,,,,
360539#,"PARIS, TOWN OF",ONEIDA COUNTY,08/02/74,09/15/83,09/27/13,09/15/83,No,,,,,No,,,,,,,,,,,,,
361546#,"PARISH, TOWN OF",OSWEGO COUNTY,12/27/74,04/15/86,06/18/13,04/15/86,No,,,,,No,,,,,,,,,,,,,
361575#,"PARISH, VILLAGE OF",OSWEGO COUNTY,10/29/76,02/19/86,06/18/13,02/19/86,No,,,,,No,,,,,,,,,,,,,
361425,"PARISHVILLE, TOWN OF",ST. LAWRENCE COUNTY,01/17/75,07/30/82,07/30/82(M),07/30/82,No,,,,,No,,,,,,,,,,,,,
360425#,"PARMA, TOWN OF",MONROE COUNTY,11/09/73,08/01/78,08/28/08,08/01/78,No,,,,,No,,,,,,,,,,,,,
360803#,"PATCHOGUE, VILLAGE OF",SUFFOLK COUNTY,06/28/74,11/03/82,09/25/09,11/03/82,No,,,,,No,,,,,,,,,,,,,
361023#,"PATTERSON, TOWN OF",PUTNAM COUNTY,04/12/74,07/03/86,03/04/13,07/03/86,No,,,,,No,,,,,,,,,,,,,
360282,"PAVILION, TOWN OF",GENESEE COUNTY,03/29/74,02/27/84,02/27/84(M),02/27/84,No,,,,,No,,,,,,,,,,,,,
361341#,"PAWLING, TOWN OF",DUTCHESS COUNTY,10/25/74,01/03/85,05/02/12,01/03/85,No,,,,,No,,,,,,,,,,,,,
